appcard.com,198761,198761,2.2,0.37,6.2,Shopping,en
redhotchilipeppers.com,198773,198773,3,0.17,2.1,Shopping,en
dominospizza.co.za,198785,198785,2.5,0.26,3.7,Shopping,en
0n9.com,198789,198789,3.1,0.16,1.9,Shopping,en
wgcshop.com,198792,198792,2.9,0.19,2.4,Shopping,en
carhartt-wip.com.au,198801,198801,2.4,0.3,4.7,Shopping,en
techmartunbox.com,198808,198808,2.3,0.34,5.5,Shopping,en
drpower.com,198821,198821,2.7,0.21,2.9,Shopping,en
easyspirit.com,198840,198840,2.5,0.25,3.6,Shopping,en
sims4updates.com,198841,198841,3.2,0.15,1.7,Shopping,en
dogodesign.com,198855,198855,2,0.85,20,Shopping,en
linex.com,198866,198866,2.9,0.19,2.4,Shopping,en
itgirlclothing.com,198893,198893,2.2,0.38,6.3,Shopping,en
stateandliberty.com,198922,198922,2.5,0.26,3.9,Shopping,en
thegloss.com,198947,198947,3.8,0.11,1.1,Shopping,en
qatardutyfree.com,198964,198964,2.7,0.21,2.9,Shopping,en
nessmarket.com,198967,198967,2.6,0.24,3.3,Shopping,en
gasmy.it,198968,198968,2.9,0.18,2,Shopping,en
angelusdirect.com,198976,198976,2.7,0.22,3.1,Shopping,en
bcwsupplies.com,199001,199001,2.6,0.24,3.4,Shopping,en
volvopartswebstore.com,199002,199002,2.6,0.23,3.2,Shopping,en
shopmarriott.com,199032,199032,3.2,0.15,1.8,Shopping,en
tomorrowsleep.com,199067,199067,3,0.17,2.1,Shopping,en
wildsecrets.com.au,199071,199071,2.5,0.26,3.9,Shopping,en
natfire.com,199093,199093,2.5,0.26,3.9,Shopping,en
bigyellow.co.uk,199126,199126,2.3,0.31,4.9,Shopping,en
elephone.hk,199235,199235,2.7,0.21,2.9,Shopping,en
goldenstatemint.com,199284,199284,2.1,0.45,8,Shopping,en
redragonusa.com,199328,199328,2.7,0.21,2.9,Shopping,en
framedart.com,199330,199330,2.8,0.19,2.5,Shopping,en
reggaerecord.com,199370,199370,3.5,0.13,1.3,Shopping,en
haldiramsonline.com,199389,199389,2.4,0.28,4.2,Shopping,en
swedishhasbeens.com,199406,199406,2.2,0.38,6.3,Shopping,en
travelpro.com,199409,199409,2.5,0.25,3.6,Shopping,en
martin.com,199413,199413,2.8,0.19,2.5,Shopping,en
monq.com,199427,199427,2.7,0.21,2.8,Shopping,en
italianbarber.com,199434,199434,2.6,0.23,3.2,Shopping,en
fbmarketplace.org,199466,199466,1.9,0.61,12,Shopping,en
prepperwebsite.com,199489,199489,3.4,0.13,1.5,Shopping,en
officefurniture.com,199517,199517,2.8,0.19,2.5,Shopping,en
imaginecurve.com,199520,199520,2.6,0.24,3.4,Shopping,en
fakeyourdrank.com,199565,199565,2.3,0.32,5,Shopping,en
nds-card.com,199567,199567,2.9,0.19,2.4,Shopping,en
leatherhidestore.com,199570,199570,1.6,1.12,25,Shopping,en
pennyskateboards.com,199575,199575,2.3,0.31,4.8,Shopping,en
debenhamsplus.com,199603,199603,2.9,0.18,2.3,Shopping,en
explore-mag.com,199649,199649,3.7,0.12,1.2,Shopping,en
asianfoodgrocer.com,199664,199664,2.5,0.27,3.9,Shopping,en
whistle.com,199670,199670,2.9,0.19,2.4,Shopping,en
hsjohnson.com,199682,199682,2.7,0.21,2.8,Shopping,en
shirtoid.com,199689,199689,2.8,0.19,2.5,Shopping,en
raneystruckparts.com,199693,199693,3,0.17,2.1,Shopping,en
mesaboogie.com,199701,199701,2.8,0.19,2.5,Shopping,en
packhacker.com,199776,199776,3,0.17,2.1,Shopping,en
minimalissimo.com,199785,199785,2.6,0.23,3.3,Shopping,en
aromaweb.com,199815,199815,2.5,0.26,3.9,Shopping,en
mygeniuscentral.com,199824,199824,2.3,0.34,5.6,Shopping,en
gogroopie.com,199829,199829,3.3,0.14,1.5,Shopping,en
greenmatch.co.uk,199891,199891,3.5,0.12,1.3,Shopping,en
urbanbodyjewelry.com,199905,199905,2.8,0.19,2.4,Shopping,en
alltheanime.com,199919,199919,2.6,0.23,3.3,Shopping,en
crankbrothers.com,199951,199951,2.5,0.27,4,Shopping,en
wandrd.com,199973,199973,2.8,0.19,2.5,Shopping,en
thebodyshop.co.id,199988,199988,2.4,0.28,4.3,Shopping,en
skincarerx.com,200002,200002,2.5,0.25,3.6,Shopping,en
combatgent.com,200006,200006,3.2,0.15,1.7,Shopping,en
fishidy.com,200020,200020,3,0.16,2,Shopping,en
paylesscar.com,200030,200030,2.8,0.2,2.6,Shopping,en
choies.com,200041,200041,2.9,0.18,2.4,Shopping,en
tyremarket.com,200075,200075,2.6,0.22,3,Shopping,en
hannainst.com,200133,200133,2.9,0.18,2.2,Shopping,en
vango.co.uk,200140,200140,2.6,0.22,3.1,Shopping,en
vogue.me,200222,200222,3.4,0.13,1.4,Shopping,en
vsgamers.es,200233,200233,3.1,0.16,1.9,Shopping,en
watchfaces.be,200244,200244,2.3,0.31,4.8,Shopping,en
teka.com,200257,200257,2.8,0.2,2.6,Shopping,en
moonjuice.com,200262,200262,2.7,0.22,3,Shopping,en
planetcruise.com,200265,200265,2.7,0.21,2.8,Shopping,en
edenrobe.com,200290,200290,2.2,0.34,5.6,Shopping,en
voltfashion.com,200345,200345,2.3,0.31,4.8,Shopping,en
discountsqatar.com,200349,200349,2.1,0.43,7.5,Shopping,en
bloomex.ca,200352,200352,2.4,0.29,4.6,Shopping,en
mouser.es,200360,200360,2.7,0.2,2.7,Shopping,en
bestservice.com,200364,200364,2.6,0.23,3.2,Shopping,en
powerequipmentdirect.com,200394,200394,2.9,0.18,2.3,Shopping,en
carandtruckremotes.com,200400,200400,3,0.16,2,Shopping,en
bystored.com,200449,200449,4.69,0.22,1.72,Shopping,en
fitbodybuzz.com,200458,200458,3.4,0.13,1.4,Shopping,en
socialtradia.com,200555,200555,2.5,0.24,3.5,Shopping,en
theclassyhome.com,200561,200561,2.6,0.22,3.1,Shopping,en
betterbathrooms.com,200564,200564,2.4,0.28,4.3,Shopping,en
uk-mkivs.net,200570,200570,3.3,0.14,1.5,Shopping,en
sewandso.co.uk,200581,200581,2.1,0.41,7.2,Shopping,en
lushome.com,200588,200588,3,0.17,2.1,Shopping,en
tshirt-factory.com,200610,200610,2.1,0.44,7.8,Shopping,en
fabricmartfabrics.com,200612,200612,2.2,0.34,5.6,Shopping,en
blade-city.com,200614,200614,2.3,0.32,5.1,Shopping,en
thepondguy.com,200624,200624,3,0.17,2.1,Shopping,en
geekalerts.com,200632,200632,3.3,0.14,1.5,Shopping,en
bobcat.com,200635,200635,2.9,0.17,2.2,Shopping,en
emailbeautifier.com,200638,200638,3.9,0.11,1,Shopping,en
michiganbulb.com,200641,200641,2.6,0.23,3.4,Shopping,en
wetseal.com,200648,200648,2.5,0.26,3.8,Shopping,en
gorjana.com,200650,200650,2.4,0.29,4.5,Shopping,en
singsale.com.sg,200653,200653,2.6,0.22,3.1,Shopping,en
jackandjilladult.com,200664,200664,2.4,0.28,4.4,Shopping,en
theblondeandthebrunette.com,200673,200673,5.13,0.22,1.54,Shopping,en
irodemine.com,200676,200676,2.1,0.41,7.2,Shopping,en
samyakk.com,200698,200698,1.8,0.67,13,Shopping,en
garagegymbuilder.com,200719,200719,3.8,0.11,1.1,Shopping,en
skateparkoftampa.com,200725,200725,2.7,0.2,2.7,Shopping,en
texas-speed.com,200748,200748,2.4,0.3,4.6,Shopping,en
muscletech.com,200755,200755,2.8,0.19,2.5,Shopping,en
thepremierstore.com,200757,200757,2.5,0.26,3.8,Shopping,en
sagernotebook.com,200799,200799,2.8,0.2,2.6,Shopping,en
4are.com,200834,200834,2.4,0.29,4.4,Shopping,en
shoplostfound.com,200853,200853,2.4,0.29,4.4,Shopping,en
everyonedoesit.com,200878,200878,2.9,0.18,2.2,Shopping,en
willowbayaustralia.com,200910,200910,2.5,0.26,4,Shopping,en
knivesandtools.com,200916,200916,2.9,0.18,2.3,Shopping,en
theleeco.com,200940,200940,2.6,0.23,3.3,Shopping,en
noondaycollection.com,200948,200948,2.4,0.29,4.6,Shopping,en
acdd.com,200967,200967,2.2,0.38,6.4,Shopping,en
superboutique.it,200969,200969,3,0.17,2,Shopping,en
xxx-comics.com,201014,201014,2.4,0.26,4,Shopping,en
e-sarcoinc.com,201051,201051,2.4,0.26,3.9,Shopping,en
yeezyfakemall.com,201058,201058,2.6,0.23,3,Shopping,en
animeddirect.co.uk,201070,201070,2.4,0.29,4.4,Shopping,en
nakedwardrobe.com,201113,201113,2.3,0.31,4.9,Shopping,en
plndr.com,201115,201115,2.5,0.26,3.9,Shopping,en
adidas.fi,201127,201127,2.7,0.2,2.7,Shopping,en
leer.com,201136,201136,2.8,0.19,2.6,Shopping,en
darksphere.co.uk,201142,201142,2.5,0.25,3.8,Shopping,en
flor.com,201251,201251,2.3,0.33,5.3,Shopping,en
crunchybetty.com,201274,201274,3.6,0.12,1.2,Shopping,en
galaxy.com.pk,201297,201297,3.4,0.13,1.4,Shopping,en
tiffany.com.au,201333,201333,2.4,0.28,4.3,Shopping,en
tccq.com,201346,201346,2.9,0.17,2.2,Shopping,en
mackiev.com,201347,201347,2.9,0.17,2.2,Shopping,en
valsparpaint.com,201388,201388,2.9,0.17,2.2,Shopping,en
hdvconnect.com,201399,201399,2.8,0.19,2.6,Shopping,en
popvinyls.com,201421,201421,2.6,0.22,3,Shopping,en
koolance.com,201437,201437,2.5,0.24,3,Shopping,en
konsep-matematika.com,201445,201445,3.2,0.14,1.6,Shopping,en
kapten-son.com,201481,201481,2.5,0.25,3.8,Shopping,en
bodyjewelleryshop.com,201501,201501,2.6,0.23,3.2,Shopping,en
mr-sunglass.com,201522,201522,2.3,0.32,5,Shopping,en
furniture123.co.uk,201533,201533,2.6,0.22,3.1,Shopping,en
myweddingfavors.com,201543,201543,2.6,0.23,3.3,Shopping,en
clevergrabs.com,201567,201567,3.5,0.12,1.3,Shopping,en
haglofs.com,201573,201573,2.6,0.21,3,Shopping,en
101prices.com,201583,201583,2.8,0.19,2.5,Shopping,en
homify.co.uk,201586,201586,2.6,0.23,3.3,Shopping,en
tubevideos.pw,201595,201595,3.7,0.11,1.1,Shopping,en
jewellerynet.com,201623,201623,2.2,0.36,6.1,Shopping,en
insideoutstyleblog.com,201630,201630,2.6,0.21,3,Shopping,en
tilley.com,201655,201655,2.3,0.32,5.3,Shopping,en
familysurvival.com,201678,201678,2.9,0.18,2.3,Shopping,en
designsbysick.com,201704,201704,2.4,0.28,4.3,Shopping,en
gotooffer.top,201721,201721,3.7,0.12,1.2,Shopping,en
toysperiod.com,201759,201759,2,0.46,8.4,Shopping,en
breslev.co.il,201787,201787,2.4,0.27,4,Shopping,en
khkgears.net,201789,201789,3.2,0.14,1.6,Shopping,en
bdtradeinfo.com,201792,201792,2.8,0.18,2.4,Shopping,en
lowrangeoffroad.com,201798,201798,2.6,0.23,3.2,Shopping,en
shirtmax.com,201822,201822,2.4,0.27,4.1,Shopping,en
helioswatchstore.com,201827,201827,3,0.16,2,Shopping,en
catnails.be,201830,201830,1.7,0.96,21,Shopping,en
mychicagosteak.com,201851,201851,3.2,0.14,1.6,Shopping,en
haloview.com,201854,201854,2.5,0.25,4,Shopping,en
cameraworld.co.uk,201862,201862,2.5,0.23,3.4,Shopping,en
hisense-usa.com,201873,201873,3.1,0.15,1.8,Shopping,en
selfrelianceoutfitters.com,201891,201891,2.2,0.35,5.8,Shopping,en
guntrader.uk,201896,201896,2.3,0.32,5.2,Shopping,en
addall.com,201900,201900,2.4,0.28,4.3,Shopping,en
tyr.com,201906,201906,2.4,0.26,4,Shopping,en
swell.com,201908,201908,3.3,0.14,1.5,Shopping,en
thebeautylookbook.com,201916,201916,3.2,0.15,1.7,Shopping,en
thewodlife.com.au,201919,201919,2.4,0.27,4.1,Shopping,en
goodguide.com,201936,201936,3.1,0.15,1.8,Shopping,en
bluelightcard.co.uk,201967,201967,2.3,0.29,4.5,Shopping,en
projectfabulousliving.com,201969,201969,2.8,0.19,2.5,Shopping,en
prostockhockey.com,201974,201974,2.4,0.26,4,Shopping,en
pfashionmart.com,201979,201979,2.3,0.32,5.2,Shopping,en
paulmitchell.com,202010,202010,2.6,0.23,3.2,Shopping,en
faballey.com,202014,202014,2.5,0.25,3.7,Shopping,en
schiffgold.com,202039,202039,2.9,0.18,2.3,Shopping,en
kisanestore.in,202048,202048,2.2,0.36,6.2,Shopping,en
cinesamples.com,202067,202067,3.2,0.14,1.6,Shopping,en
flowwow.com,202073,202073,2.6,0.22,3.1,Shopping,en
teleporthub.com,202074,202074,2.4,0.28,4.4,Shopping,en
spiritualgangster.com,202078,202078,2.7,0.2,2.6,Shopping,en
atseuromaster.co.uk,202111,202111,2.6,0.22,3.2,Shopping,en
officemax.co.nz,202130,202130,2.7,0.2,2.8,Shopping,en
mmoga.co.uk,202133,202133,2.5,0.25,3.6,Shopping,en
boundtree.com,202160,202160,2.2,0.37,6.2,Shopping,en
naktastyle.com,202210,202210,2.5,0.24,3.5,Shopping,en
mrcoffee.com,202220,202220,2.8,0.19,2.4,Shopping,en
coldcutsmerch.com,202248,202248,2.2,0.36,6.1,Shopping,en
fynsy.com,202288,202288,2.2,0.34,5.6,Shopping,en
baofengtech.com,202313,202313,2.8,0.18,2.3,Shopping,en
bestmattress.reviews,202332,202332,3.2,0.14,1.6,Shopping,en
canadianlisted.com,202335,202335,2.8,0.18,2.3,Shopping,en
rewardlink.io,202349,202349,2.8,0.18,2.3,Shopping,en
nicotineriver.com,202393,202393,2.2,0.35,5.8,Shopping,en
raen.com,202412,202412,2.4,0.27,4.2,Shopping,en
partypieces.co.uk,202433,202433,2.8,0.19,2.5,Shopping,en
plastic-mart.com,202505,202505,2.5,0.23,3.3,Shopping,en
hodob.com,202506,202506,3.7,0.11,1,Shopping,en
keymode.com,202509,202509,2.3,0.29,4.6,Shopping,en
aspenvalleyvapes.com,202510,202510,3.2,0.14,1.6,Shopping,en
largodrive.com,202518,202518,2.1,0.41,7.3,Shopping,en
altrom.com,202523,202523,1.9,0.53,10,Shopping,en
tntonlife.com,202542,202542,3,0.16,2,Shopping,en
crystalski.co.uk,202612,202612,2.3,0.29,4.7,Shopping,en
ozobot.com,202616,202616,2.4,0.26,4,Shopping,en
ironandresin.com,202643,202643,2.4,0.26,3.9,Shopping,en
ascendtech.us,202647,202647,2.9,0.17,2.1,Shopping,en
whitelines.com,202656,202656,2.6,0.21,2.9,Shopping,en
pilotpen.us,202674,202674,2.5,0.23,3.4,Shopping,en
wtso.com,202683,202683,3,0.16,2,Shopping,en
stores.click,202690,202690,3.8,0.11,1,Shopping,en
lensbaby.com,202695,202695,2.5,0.23,3.4,Shopping,en
degustabox.com,202698,202698,2.6,0.23,3.3,Shopping,en
mannco.trade,202716,202716,3.7,0.11,1.1,Shopping,en
booster.io,202729,202729,2.8,0.18,2.4,Shopping,en
ecoatm.com,202739,202739,2.5,0.24,3.6,Shopping,en
smokersoutletonline.com,202752,202752,2.5,0.24,3.5,Shopping,en
joie.com,202753,202753,2.6,0.23,3.3,Shopping,en
brastop.com,202767,202767,2.2,0.32,5.3,Shopping,en
jades24.com,202791,202791,2.4,0.26,4,Shopping,en
joma-sport.com,202803,202803,2.5,0.23,3.3,Shopping,en
niteize.com,202810,202810,2.6,0.22,3.1,Shopping,en
drscholls.com,202826,202826,3,0.16,2,Shopping,en
mondokart.com,202827,202827,2.89,0.7,8.906,Shopping,en
hockeygiant.com,202834,202834,2.6,0.22,3.2,Shopping,en
augvape.com,202849,202849,3.7,0.11,1.1,Shopping,en
craftonline.com.au,202941,202941,2.1,0.37,6.3,Shopping,en
pchub.com,202972,202972,3.2,0.14,1.6,Shopping,en
garagegymreviews.com,202974,202974,2.9,0.17,2.2,Shopping,en
dekudeals.com,202977,202977,2.6,0.21,3,Shopping,en
ebuy7.com,203041,203041,2.4,0.26,3.9,Shopping,en
cdkeyz.com,203058,203058,3.3,0.13,1.4,Shopping,en
bladeops.com,203081,203081,2.8,0.18,2.3,Shopping,en
roofbox.co.uk,203121,203121,2.4,0.25,3.8,Shopping,en
rockinggear.com,203136,203136,3.4,0.12,1.3,Shopping,en
explorescientificusa.com,203169,203169,2.2,0.36,6.1,Shopping,en
mysecretwood.com,203201,203201,2.8,0.19,2.5,Shopping,en
toolnut.com,203207,203207,2.6,0.21,3,Shopping,en
freightcenter.com,203217,203217,2.6,0.21,3,Shopping,en
cheryls.com,203231,203231,2.2,0.32,5.3,Shopping,en
g-ro.com,203238,203238,2.3,0.29,4.7,Shopping,en
tonergiant.co.uk,203256,203256,3.6,0.12,1.2,Shopping,en
bullseyelondon.com,203258,203258,2.2,0.35,5.8,Shopping,en
blankapparel.com,203272,203272,2.4,0.28,4.3,Shopping,en
pfiwestern.com,203275,203275,2.1,0.39,6.8,Shopping,en
runnersneed.com,203283,203283,2.6,0.21,3,Shopping,en
metrorestyling.com,203304,203304,2.3,0.31,5.1,Shopping,en
priverevaux.com,203311,203311,2.4,0.27,4.1,Shopping,en
chevelles.com,203324,203324,3,0.16,1.9,Shopping,en
outdoorlimited.com,203333,203333,2.6,0.22,3.1,Shopping,en
azadbazar.af,203337,203337,2.2,0.35,6,Shopping,en
swiftunlocks.com,203361,203361,2.7,0.19,2.6,Shopping,en
eshop-checker.xyz,203378,203378,3.7,0.11,1.1,Shopping,en
fameandpartners.com,203389,203389,2.4,0.25,3.8,Shopping,en
winsant.com,203411,203411,1.6,1.2,28,Shopping,en
fmclassifieds.com,203441,203441,2.3,0.3,4.9,Shopping,en
lightcarbonwheels.com,203463,203463,2,0.76,20,Shopping,en
okayamadenim.com,203468,203468,2.5,0.24,3.6,Shopping,en
daniafurniture.com,203479,203479,2.3,0.28,4.4,Shopping,en
manufacturers.com.tw,203499,203499,2.6,0.22,3.1,Shopping,en
justmysize.com,203506,203506,2.4,0.27,4.2,Shopping,en
tower-london.com,203516,203516,2.6,0.22,3.2,Shopping,en
gametame.com,203533,203533,2.2,0.34,5.7,Shopping,en
lacrossemonkey.com,203538,203538,1.9,0.52,9.9,Shopping,en
subsidesports.com,203553,203553,2.6,0.22,3.1,Shopping,en
stylepark.com,203558,203558,3.1,0.14,1.7,Shopping,en
sisley-paris.com,203575,203575,2.3,0.28,4.4,Shopping,en
aqadvisor.com,203576,203576,1.8,0.64,13,Shopping,en
shopmrbeast.com,203583,203583,3.5,0.12,1.2,Shopping,en
garrettwade.com,203620,203620,2.9,0.17,2.2,Shopping,en
product-reviews.net,203646,203646,3.7,0.11,1.1,Shopping,en
niod.com,203647,203647,2.9,0.16,2,Shopping,en
hydrofarm.com,203651,203651,2.3,0.3,4.8,Shopping,en
fieldsupply.com,203680,203680,2.7,0.19,2.5,Shopping,en
theinsolestore.com,203682,203682,2.8,0.18,2.3,Shopping,en
beyond4cs.com,203697,203697,2.8,0.19,2.5,Shopping,en
storesonlinepro.com,203715,203715,2.8,0.19,2.5,Shopping,en
osclasspoint.com,203717,203717,2.1,0.4,7,Shopping,en
everforwardapparel.com,203726,203726,2.5,0.25,3.7,Shopping,en
pinarello.com,203746,203746,2.4,0.25,3.8,Shopping,en
weldingtipsandtricks.com,203757,203757,3.1,0.15,1.7,Shopping,en
mountainsmith.com,203766,203766,2.1,0.39,6.8,Shopping,en
wheelbasealloys.com,203770,203770,2.7,0.19,2.6,Shopping,en
sexdollonline.com,203771,203771,2.4,0.26,4.1,Shopping,en
grandbrass.com,203774,203774,1.9,0.59,12,Shopping,en
backyardboss.net,203792,203792,3.7,0.11,1.1,Shopping,en
engrave.in,203806,203806,2.7,0.2,2.8,Shopping,en
sephora.hk,203810,203810,2.8,0.18,2.4,Shopping,en
backdoorsurvival.com,203819,203819,3.4,0.12,1.3,Shopping,en
3bnat.com,203823,203823,2.3,0.3,4.8,Shopping,en
missionrs.com,203837,203837,1.8,0.62,12,Shopping,en
altronics.com.au,203839,203839,2.4,0.25,3.8,Shopping,en
destinationlighting.com,203886,203886,2.6,0.22,3.2,Shopping,en
littmann.com,203942,203942,2.7,0.2,2.7,Shopping,en
coloradocyclist.com,203964,203964,2.8,0.17,2.3,Shopping,en
solarpowerrocks.com,203973,203973,3.3,0.13,1.4,Shopping,en
bardot.com,203979,203979,2.6,0.22,3.2,Shopping,en
softballfans.com,204026,204026,2.3,0.28,4.3,Shopping,en
reallyrightstuff.com,204027,204027,2.8,0.17,2.3,Shopping,en
audioweb.ro,204036,204036,1.9,0.52,10,Shopping,en
mamaearth.in,204044,204044,2.4,0.25,3.7,Shopping,en
stopagingnow.com,204083,204083,2.9,0.16,2,Shopping,en
autopartsearch.com,204105,204105,2.1,0.41,7.4,Shopping,en
adsandclassifieds.com,204113,204113,2.5,0.24,3.6,Shopping,en
michaelessek.com,204120,204120,3.2,0.14,1.6,Shopping,en
elfadistrelec.no,204141,204141,2.3,0.3,4.8,Shopping,en
drapersonline.com,204159,204159,3.4,0.12,1.3,Shopping,en
conzumr.com,204194,204194,3.5,0.12,1.3,Shopping,en
winelibrary.com,204195,204195,3.2,0.14,1.6,Shopping,en
josephjoseph.com,204210,204210,2.4,0.27,4.3,Shopping,en
secrexy.com,204212,204212,2.4,0.27,4.3,Shopping,en
grindworx.com,204224,204224,2.5,0.23,3.4,Shopping,en
baseballmonkey.com,204296,204296,2.6,0.21,3,Shopping,en
youthiapa.com,204342,204342,2.5,0.22,3.2,Shopping,en
keyka.typepad.com,204351,204351,3.8,0.1,1,Shopping,en
perniaspopupshop.com,204359,204359,2.6,0.22,3.1,Shopping,en
bludshop.com,204419,204419,2.5,0.24,3.5,Shopping,en
ttesports.com,204424,204424,2.9,0.16,2,Shopping,en
antennasdirect.com,204427,204427,3.1,0.15,1.7,Shopping,en
wilsoncombat.com,204467,204467,2.8,0.18,2.4,Shopping,en
mheducation.ca,204481,204481,3.4,0.12,1.4,Shopping,en
myplaceforparts.com,204514,204514,2.4,0.24,3.7,Shopping,en
kubota.com,204545,204545,2.7,0.19,2.6,Shopping,en
ciggiesworld.ch,204548,204548,2.5,0.24,3.5,Shopping,en
kalkifashion.com,204555,204555,2.5,0.23,3.3,Shopping,en
lonestarpercussion.com,204568,204568,2.9,0.16,2,Shopping,en
artofwhere.com,204575,204575,2.1,0.38,6.6,Shopping,en
plantdelights.com,204577,204577,2.7,0.19,2.5,Shopping,en
freshlypicked.com,204578,204578,2.5,0.24,3.6,Shopping,en
apollotyres.com,204590,204590,2.8,0.18,2.3,Shopping,en
ozcruising.com.au,204647,204647,2.4,0.26,4.1,Shopping,en
miir.com,204674,204674,2.5,0.23,3.4,Shopping,en
solar-estimate.org,204699,204699,3.2,0.13,1.5,Shopping,en
bookoutlet.ca,204722,204722,2.2,0.32,5.3,Shopping,en
shimply.com,204731,204731,3.2,0.14,1.6,Shopping,en
icepets.com,204796,204796,1.8,0.67,14,Shopping,en
prettygreen.com,204801,204801,2.4,0.25,3.8,Shopping,en
discoverboating.com,204823,204823,3.2,0.14,1.6,Shopping,en
buytwowayradios.com,204825,204825,3.1,0.15,1.8,Shopping,en
kennards.com.au,204847,204847,2.6,0.21,3,Shopping,en
benelliusa.com,204852,204852,2.7,0.18,2.5,Shopping,en
westminstercollection.com,204855,204855,2.3,0.28,4.4,Shopping,en
dltk-cards.com,204863,204863,2.1,0.37,6.5,Shopping,en
hunkyshop.com,204874,204874,2.8,0.17,2.3,Shopping,en
justforjeeps.com,204875,204875,2.6,0.21,3,Shopping,en
bestsellerclothing.ca,204892,204892,2.2,0.3,5,Shopping,en
bicycles.net.au,204919,204919,3,0.15,1.9,Shopping,en
takarefill4.com,204923,204923,1.9,0.57,11,Shopping,en
kenyads.com,204927,204927,2.3,0.27,4.3,Shopping,en
outdoorhub.com,204928,204928,3.4,0.12,1.4,Shopping,en
amightygirl.com,204943,204943,2.7,0.19,2.6,Shopping,en
femalenetwork.com,204965,204965,3.2,0.13,1.5,Shopping,en
divoboutique.com,205008,205008,2,0.36,6,Shopping,en
tights-galore.com,205060,205060,2.3,0.3,4.9,Shopping,en
aquaticarts.com,205070,205070,2.3,0.27,4.2,Shopping,en
iittala.com,205072,205072,2.7,0.19,2.5,Shopping,en
craneandcanopy.com,205083,205083,3.2,0.14,1.6,Shopping,en
moon-audio.com,205096,205096,3,0.15,1.9,Shopping,en
ekfluidgaming.com,205105,205105,2.4,0.24,3.6,Shopping,en
comparepoint.us,205130,205130,3.5,0.12,1.3,Shopping,en
showmetheparts.com,205139,205139,3.6,0.11,1.2,Shopping,en
happi.com,205168,205168,2.8,0.17,2.2,Shopping,en
wondough.com,205202,205202,3.8,0.11,1,Shopping,en
flexsteel.com,205281,205281,2.3,0.27,4.3,Shopping,en
diecastmodelswholesale.com,205303,205303,2.3,0.27,4.3,Shopping,en
dharmabums.com.au,205314,205314,1.8,0.65,13,Shopping,en
gudrunsjoden.com,205322,205322,2.3,0.27,4.2,Shopping,en
yachtworld.it,205334,205334,2,0.46,8.6,Shopping,en
freckle.kr,205347,205347,2.3,0.29,4.6,Shopping,en
rotorclip.com,205354,205354,2,0.46,9,Shopping,en
gbyguess.com,205362,205362,2.4,0.26,4,Shopping,en
jgelectronics.com,205371,205371,2.2,0.34,6,Shopping,en
