url,category
alindas.com,Shopping
divisioneconsumer.it,Business
divisioneconsumer.it,Economy and Finance
swalif.net,Business
swalif.net,Information Technology
swalif.net,News and Media
indeed.com.my,Job Related
notaterapia.com.br,Education
notaterapia.com.br,Entertainment
juniorpussy.com,Adult
freeenglishlessonplans.com,Education
mixsoftflash.review,none
perfumeriasabina.com,Business
perfumeriasabina.com,Shopping
danawa.com,Business
danawa.com,Shopping
bestille.no,Uncategorized
internetbs.net,Information Technology
medizzy.com,Business
medizzy.com,Education
medizzy.com,Health
buchhaus.ch,Business
buchhaus.ch,Education
buchhaus.ch,Shopping
mycloudsports.ml,Business
moviemag.ir,Entertainment
impacta.edu.br,Business
impacta.edu.br,Education
mensagens10.com.br,Blogs and Personal Sites
mensagens10.com.br,Business
mensagens10.com.br,Entertainment
sexonskype.ru,Adult
sexonskype.ru,Business
video4stream.com,Uncategorized
dropshipdirect.com,Business
dropshipdirect.com,Shopping
blazersedge.com,Entertainment
blazersedge.com,Sports
spp.io,Business
gazzamercato.it,Business
gazzamercato.it,Sports
sofratlepb.ru,Business
sofratlepb.ru,Information Technology
behindthemixer.com,Business
behindthemixer.com,Education
ivideostar.com,Uncategorized
sms-online.pro,Business
sms-online.pro,Information Technology
goldennet.com.tw,Business
goldennet.com.tw,Education
craftbeer.com,Alcohol and Tobacco
craftbeer.com,Business
ditophair.com,none
anekatempatwisata.com,Business
anekatempatwisata.com,Education
anekatempatwisata.com,Travel
autoblog.gr,Vehicles
webna.ir,Education
jkl123.com,Education
cbussuper.com.au,Business
astucesnaturelles.net,Business
astucesnaturelles.net,Education
astucesnaturelles.net,Health
thisisfutbol.com,Sports
masibikes.com,Shopping
mj.pt,Uncategorized
au.webs.com,Business
her.ie,Entertainment
her.ie,News and Media
putlockerfit.net,Entertainment
putlockerfit.net,Illegal Content
letsmeetup.com,Adult
letsmeetup.com,Business
fancygrid.com,Business
fancygrid.com,Information Technology
loansmonitor.com,Business
loansmonitor.com,Economy and Finance
mesbagages.com,Shopping
phasicfun.com,Business
phasicfun.com,Games
money-lifehack.com,Business
money-lifehack.com,Economy and Finance
money-lifehack.com,Education
mudah.com,Uncategorized
ferendum.com,Business
ferendum.com,Education
ferendum.com,Information Technology
shuttercounter.com,Uncategorized
haining.cn,Business
aspensnowmass.com,Business
fastestofall.com,Business
terazkrosno.pl,Business
terazkrosno.pl,Education
nsxxtv.com,none
live-tv-channels.net,Streaming Media
meridionews.it,Business
meridionews.it,Education
grimco.com,Business
grimco.com,Shopping
monsterleads.pro,Business
b2bgateway.net,Business
j.gs,Business
schuurman-schoenen.nl,Shopping
beauty-around.com,Education
beauty-around.com,Entertainment
i-profs.fr,Education
ltcminer.com,Business
enjiner.com,Business
enjiner.com,Education
lbc.edu,Education
ajkerdeal.com,Shopping
indiaretailing.com,Business
stadtsparkasse-bocholt.de,Business
stadtsparkasse-bocholt.de,Economy and Finance
filmcee.com,Entertainment
playdb.co.kr,Business
playdb.co.kr,Education
playdb.co.kr,Entertainment
acatoday.org,Business
acatoday.org,Education
vientosur.info,Business
vientosur.info,Education
aszw.org,Education
aszw.org,Entertainment
vanniyarmatrimony.com,Dating and Personals
sneakerboy.com,Business
sneakerboy.com,Shopping
91jj.info,Parked
liodenwiki.wikidot.com,Business
liodenwiki.wikidot.com,Education
golden-hour.com,Business
golden-hour.com,Education
ntsb.gov,Business
ntsb.gov,Education
proedinc.com,Business
proedinc.com,Education
borderconnect.com,Business
payschools.com,Business
payschools.com,Education
wbnsouadmissions.com,Business
wbnsouadmissions.com,Education
zimperium.com,Business
zimperium.com,Information Technology
lovetaza.com,Blogs and Personal Sites
lovetaza.com,Education
lovetaza.com,Entertainment
daihatsu.co.id,Uncategorized
kartologia.ru,Business
kartologia.ru,Education
itemnoob.com,none
careercarver.jp,Business
careercarver.jp,Education
careercarver.jp,Job Related
clarku.edu,Education
learnroute.ir,Business
learnroute.ir,Education
learnroute.ir,Information Technology
goverla.ua,Economy and Finance
driverpack.io,Business
driverpack.io,Information Technology
externalbsnlexam.com,Business
externalbsnlexam.com,Education
go.vn,Business
go.vn,Education
labkovskiy.ru,Business
labkovskiy.ru,Education
labkovskiy.ru,Entertainment
quantum-espresso.org,Business
quantum-espresso.org,Education
tech2tech.fr,Business
tech2tech.fr,Information Technology
lg-firmwares.com,Uncategorized
notesandprojects.com,Business
notesandprojects.com,Education
hctcdmqp.com,Uncategorized
rmsauto.ru,Business
rmsauto.ru,Shopping
rmsauto.ru,Vehicles
rentalleaseagreements.com,Business
rentalleaseagreements.com,Education
mycarle.com,Business
southeastbank.com.bd,Business
southeastbank.com.bd,Education
modrykonik.sk,Business
modrykonik.sk,Education
pi-pe.co.jp,Business
pi-pe.co.jp,Education
gamebro.cz,Education
gamebro.cz,Entertainment
gamebro.cz,Games
leehee.co.kr,Business
leehee.co.kr,Entertainment
leehee.co.kr,Shopping
i-article01.com,Blogs and Personal Sites
i-article01.com,Education
i-article01.com,Entertainment
sex021.com,Adult
sex021.com,Entertainment
soundersfc.com,Uncategorized
statenews.com,News and Media
mol.go.th,Business
mol.go.th,Education
expatwoman.com,Uncategorized
hmi.co.jp,Uncategorized
armeniatv.am,Business
armeniatv.am,Education
armeniatv.am,Entertainment
nctreasurer.com,Business
nctreasurer.com,Education
code-industry.net,Business
code-industry.net,Education
code-industry.net,Information Technology
genpt.net,Uncategorized
tunisair.com,Business
tunisair.com,Education
tunisair.com,Travel
partizan69-balt.livejournal.com,none
noahgroup.com,none
ouc.edu.cn,Business
ouc.edu.cn,Education
xiaomiui.pro,none
hdasianporn.com,Adult
snappytv.com,Business
trentbarton.co.uk,Uncategorized
cybernog.com,Business
cybernog.com,Education
cybernog.com,Information Technology
richmonkey.biz,Uncategorized
encuentraprecios.es,Shopping
dokucraft.co.uk,Uncategorized
cercoincontri.com,Adult
sqlteam.com,Education
sqlteam.com,Information Technology
atoupload.com,none
flairair.ca,Business
flairair.ca,Travel
catholic.sg,Education
catholic.sg,Religion
kurer-sreda.ru,Business
kurer-sreda.ru,Entertainment
kurer-sreda.ru,News and Media
trekuniversity.com,Business
trekuniversity.com,Education
usedregina.com,Business
usedregina.com,Shopping
mypornvideo.org,Adult
sistemaemprendedor.gob.mx,Business
sistemaemprendedor.gob.mx,Education
ses.es,Uncategorized
hyls.ru,none
elprocus.com,Education
px-lab.com,Business
px-lab.com,Information Technology
lcdtvthailand.com,Entertainment
lcdtvthailand.com,Shopping
cingolanibikeshop.com,Shopping
hkfyg.org.hk,Business
hkfyg.org.hk,Education
pekbjpnrowdiness.review,Uncategorized
eiger.io,Business
weldingweb.com,Messageboards and Forums
repto.com.bd,Business
repto.com.bd,Education
docurated.com,Business
creativ-girls.de,none
partner-s.net,Business
partner-s.net,Education
nrel.gov,Uncategorized
urvy.org,Adult
urvy.org,Entertainment
esmag.ir,none
leeds.ac.uk,Education
lecourrier.vn,Business
lecourrier.vn,Education
corriereromagna.it,Business
corriereromagna.it,Education
corriereromagna.it,News and Media
ussquash.com,Uncategorized
seab.gov.sg,Business
seab.gov.sg,Education
providentnjolb.com,Uncategorized
rozclinic.com,Education
rozclinic.com,Health
pajakbro.com,Business
pajakbro.com,Economy and Finance
pajakbro.com,Education
autorus.ru,Shopping
bankdariirani.ir,Business
bankdariirani.ir,Economy and Finance
rnt.co.jp,Business
rnt.co.jp,Real Estate
rnt.co.jp,Travel
churchtimes.co.uk,Education
churchtimes.co.uk,Entertainment
churchtimes.co.uk,News and Media
chipo.vn,Business
chipo.vn,Shopping
fanuc.eu,Business
fanuc.eu,Education
tenwheel.com,Vehicles
magazinedelledonne.it,Business
magazinedelledonne.it,Education
magazinedelledonne.it,Entertainment
ghalebkade.com,none
program4pc.com,Business
program4pc.com,Information Technology
nakedkidy.tumblr.com,none
arizer.com,Business
arizer.com,Shopping
mycuco.com,Parked
raetsel-contest.de,Business
raetsel-contest.de,Education
nobilis.cz,Business
nobilis.cz,Shopping
theplace.click,Business
theplace.click,Education
icethetics.co,News and Media
icethetics.co,Sports
mycrypto.market,Business
mycrypto.market,Economy and Finance
halkbank.com.tr,Business
halkbank.com.tr,Economy and Finance
halkbank.com.tr,Education
games-maps.ru,Games
asiafoundation.org,Education
profiteertoday.com,Business
scorecardresearch.com,Advertising
scorecardresearch.com,Business
rds.it,Uncategorized
grote.com,Business
grote.com,Shopping
success88888.com,Business
cpap.com,Business
cpap.com,Shopping
corelle.com,Shopping
handyhardcore.com,Adult
kickscrew.com,Shopping
lincolnshire.gov.uk,Business
lincolnshire.gov.uk,Education
textiledeal.in,Shopping
entamealive.com,Business
entamealive.com,Education
entamealive.com,Entertainment
spirulinablue.co.jp,Business
spirulinablue.co.jp,Education
fractalenlightenment.com,Business
fractalenlightenment.com,Education
xn--malasaa-9za.com,Business
xn--malasaa-9za.com,Education
xn--malasaa-9za.com,Entertainment
inewsletter.co,Business
usal.edu.ar,Education
smartcloudpt.pt,Business
smartcloudpt.pt,Information Technology
sodu.cc,Education
sodu.cc,Entertainment
doveserver.com,Uncategorized
putlockerhub.io,Entertainment
putlockerhub.io,Illegal Content
greenclimate.fund,Business
greenclimate.fund,Education
r12a.github.io,Uncategorized
alphamrkt.com,Content Server
pais.co.il,Business
pais.co.il,Education
pais.co.il,Gambling
goal.com,Sports
directaworld.it,Business
directaworld.it,Education
gsmfans.net,Blogs and Personal Sites
gsmfans.net,Business
gsmfans.net,Education
isjonahhillfat.com,Uncategorized
ditp.go.th,Uncategorized
elizabetharden.com,Uncategorized
aegconnect.com,Uncategorized
tottus.com.pe,Food and Recipes
tottus.com.pe,Shopping
amazfitcentral.com,Business
amazfitcentral.com,Entertainment
amazfitcentral.com,News and Media
britishcouncil.in,Education
magiamgia.com,Business
magiamgia.com,Shopping
webteb.com,Health
ymeuniverse.com,Shopping
pavon.kz,Education
pavon.kz,Entertainment
pavon.kz,News and Media
agria.se,Business
agria.se,Education
artiway.com.tr,Business
artiway.com.tr,Shopping
xn--ccke7dvhv10nps6e.com,Business
xn--ccke7dvhv10nps6e.com,Education
xn--ccke7dvhv10nps6e.com,Entertainment
lifesizecloud.com,Uncategorized
cursos-academicos.com,Education
intratext.com,Business
intratext.com,Education
dailyleech.com,Business
internapcdn.net,Uncategorized
dailypharm.com,Business
todotech.com,Information Technology
todotech.com,News and Media
amanmarket.com,Business
amanmarket.com,Shopping
busik24.com,Education
sxe-injected.com,Business
sxe-injected.com,Education
nvv.de,Business
nvv.de,Education
couponese.com,Business
couponese.com,Shopping
vaniercollege.qc.ca,Education
swproject.ru,Uncategorized
inplay.ml,none
crestbook.com,Business
crestbook.com,Education
crestbook.com,Entertainment
junaroad.com,Uncategorized
cavediver.net,Business
cavediver.net,Messageboards and Forums
synology-forum.nl,Business
synology-forum.nl,Information Technology
synology-forum.nl,Messageboards and Forums
pornoxbr.com,Adult
flashcardfox.com,Uncategorized
enkirelations.com,Business
enkirelations.com,Education
watson.de,Business
watson.de,Education
watson.de,Entertainment
edp.pt,Business
jtrip.co.jp,Business
jtrip.co.jp,Travel
mobilenet.cz,Business
mobilenet.cz,Information Technology
mobilenet.cz,Shopping
mangahub.io,Entertainment
kojaro.com,Education
kojaro.com,Travel
hdtvku.id,Sports
confiraconcursos.com.br,Business
confiraconcursos.com.br,Education
icarros.com.br,Business
icarros.com.br,Education
icarros.com.br,Shopping
adspoiler.com,Business
normaculta.com.br,Education
jinair.com,Uncategorized
freepornx.org,Adult
apollo.com,Business
apollo.com,Economy and Finance
apollo.com,Education
nkdev.info,Business
nkdev.info,Information Technology
marshall.co.uk,Business
marshall.co.uk,Vehicles
alldebrid.fr,Business
alldebrid.fr,Education
alldebrid.fr,Information Technology
landshutladies.de,Adult
trafficbot.uk,Business
grundstoff.net,Shopping
play-games.com.ua,Education
play-games.com.ua,Entertainment
play-games.com.ua,Games
elsewherebrooklyn.com,Business
elsewherebrooklyn.com,Education
dataprotection.ie,Business
dataprotection.ie,Education
elli.com,Business
elli.com,Shopping
lulus.com,Shopping
geosociety.org,Education
huckmag.com,Education
sacredbonesrecords.com,Uncategorized
buro247.me,Education
buro247.me,Entertainment
deutschebahngroup.careers,Business
grannysexclub.com,Adult
robtopgames.com,Games
ozelkuvvet.com,Adult
ozelkuvvet.com,News and Media
shespeaks.com,Business
stradivarius.com,Uncategorized
click2sell.eu,Business
win2.cn,Uncategorized
zpmtewaouelegantly.review,Uncategorized
kln.ac.lk,Education
deerchao.net,Business
deerchao.net,Information Technology
cic.org.vn,Uncategorized
folkuniversitetet.se,Education
axn.es,Education
axn.es,Entertainment
24seksvideo.com,Adult
xn--g1abqdhx.xn--p1ai,none
econologie.com,Business
econologie.com,Education
yuden.co.jp,Uncategorized
centralepneus.fr,Business
centralepneus.fr,Shopping
expresschina.com.au,none
faasafety.gov,Business
faasafety.gov,Education
pdinfo.com,Business
pdinfo.com,Education
pdinfo.com,Information Technology
solaris-store.com,Business
solaris-store.com,Shopping
moderne-hausfrau.de,Shopping
sosiski.com,Parked
ahashare.com,Entertainment
ahashare.com,Sports
chromedino.com,Uncategorized
polza-vred.su,Business
polza-vred.su,Education
polza-vred.su,Shopping
pcgeeks.co,Entertainment
pcgeeks.co,Games
pcgeeks.co,Illegal Content
dealseekingmom.com,Shopping
realtime.it,Business
realtime.it,Education
realtime.it,Entertainment
roblox.com,Games
roblox.com,Social Networking
teleradtech.com,Business
bestrecipesww.com,Business
brookson.co.uk,Business
tamuct.edu,Education
directd.com.my,Shopping
ulvr.edu.ec,Education
fight-league.com,Sports
zaycev.download,Education
zaycev.download,Entertainment
bemob.com,Business
bemob.com,Information Technology
moirebenok.ua,Education
moirebenok.ua,Health
activar-windows.com,Business
activar-windows.com,Information Technology
webcampornoxxx.net,Adult
almezannews.com,Uncategorized
pickmyphotographer.com,Uncategorized
tinhannhat.info,Education
tinhannhat.info,Entertainment
e2save.com,Business
e2save.com,Information Technology
e2save.com,Shopping
ubeeinteractive.com,Business
pearsonpte.com,Business
pearsonpte.com,Education
bestbus.in,Business
bestbus.in,Travel
chiarezza.it,Business
chiarezza.it,Economy and Finance
aparcandgo.com,Entertainment
aparcandgo.com,Travel
churchmediadrop.com,Business
churchmediadrop.com,Education
rijal09.com,Business
rijal09.com,Education
iranheadphone.com,Shopping
nikon.ca,Business
nikon.ca,Shopping
javccdd.net,Entertainment
csgetto.com,Business
articlesng.com,Business
articlesng.com,Education
unisbank.ac.id,Business
unisbank.ac.id,Education
gaypage.com,Adult
gaypage.com,Business
monasterodibose.it,Education
monasterodibose.it,Religion
jadvalyab.com,none
renesasrulz.com,Messageboards and Forums
sxu.edu.cn,Education
rossstores.com,Shopping
flashmesometits.tumblr.com,Adult
nullzerepmods.com,Uncategorized
sw-condor.com,Uncategorized
danfeonline.com.br,Business
danfeonline.com.br,Education
lopinion.fr,Uncategorized
miuristruzione.it,Business
miuristruzione.it,Education
jog.fm,Business
letrasdemusicas.com.br,Entertainment
ipanda.com,Business
ipanda.com,Education
tvmienphi.biz,Business
tvmienphi.biz,Entertainment
cmath.fr,Education
grnewsletters.com,Business
recomhub.com,Business
freemusicdownloads.world,Entertainment
freemusicdownloads.world,Streaming Media
games4win.com,Entertainment
games4win.com,Games
jinja-gosyuin.com,Education
jinja-gosyuin.com,Entertainment
megasupersurvey.com,Uncategorized
gta-gaming.ru,Games
gta-gaming.ru,Messageboards and Forums
cuentadigital.com,Business
lg.tmall.com,Business
lg.tmall.com,Shopping
faucet.ly,Education
banq.qc.ca,Uncategorized
pandawow.ru,Business
pandawow.ru,Education
pandawow.ru,Games
qiyexinyong.org,Business
qiyexinyong.org,Education
foretuned.com,Uncategorized
virail.com.tr,Travel
kashiwazaki.lg.jp,Uncategorized
metalmaniax.com,Business
metalmaniax.com,Education
metalmaniax.com,Entertainment
qiuquan.cc,Business
qiuquan.cc,Entertainment
qiuquan.cc,Information Technology
makinaegitimi.com,Business
makinaegitimi.com,Education
wizardpuff.myshopify.com,Alcohol and Tobacco
wizardpuff.myshopify.com,Business
wizardpuff.myshopify.com,Shopping
starszz.org,Business
starszz.org,Entertainment
starszz.org,Shopping
tgswappingcaps.blogspot.com,Adult
tgswappingcaps.blogspot.com,Entertainment
qikan.com,Education
gratis-sexnoveller.dk,Adult
asweepingmonk.com,Business
asweepingmonk.com,Education
asweepingmonk.com,Entertainment
tabor.ru,Dating and Personals
todoexcel.com,Business
todoexcel.com,Shopping
spbook.com.tw,Business
spbook.com.tw,Education
spbook.com.tw,Shopping
thewilbur.com,Business
thewilbur.com,Entertainment
elcats.ru,Vehicles
drivemeinsane.com,Uncategorized
fushar.tv,Entertainment
dlandroid.com,Media Sharing
allegro-inc.com,Business
allegro-inc.com,Information Technology
ipsospollpredictor2.com,Uncategorized
furoku.org,Education
furoku.org,Entertainment
makmart.ru,Business
makmart.ru,Shopping
mediaplayerclassic.ru,Business
mediaplayerclassic.ru,Entertainment
mediaplayerclassic.ru,Information Technology
epic.net,Business
good-win.livejournal.com,Adult
good-win.livejournal.com,Entertainment
openpowerlifting.org,Uncategorized
eurekarestaurantgroup.com,Alcohol and Tobacco
eurekarestaurantgroup.com,Business
wowgirls.tv,Adult
wowgirls.tv,Entertainment
zeroscans.com,Entertainment
mobigam.com,Business
cccat.club,Business
cccat.club,Information Technology
basisnet.co.kr,Uncategorized
sport-tv.by,Entertainment
sport-tv.by,Sports
edunaij.ng,Education
fruitshemaletube.com,Adult
boyspornpics.com,Adult
hudsonreed.com,Business
ica.art,Uncategorized
38-365365.com,Gambling
themanregistry.com,Business
themanregistry.com,Shopping
kinitv.com,Business
kinitv.com,Education
kinitv.com,News and Media
zapmeta.cl,Education
plitka-sdvk.ru,Shopping
topgear.com,Business
leedsfestival.com,Business
leedsfestival.com,Entertainment
xigua555.com,none
technipages.com,Blogs and Personal Sites
technipages.com,Business
technipages.com,Information Technology
banban.ir,Business
banban.ir,Shopping
banban.ir,Vehicles
betahouse.us,Uncategorized
mobilefun.co.uk,Information Technology
mobilefun.co.uk,Shopping
asanwebhost.com,Business
asanwebhost.com,Information Technology
radixx.com,Business
blauer.com,Shopping
xn--10-yg4a1a3kyh.jp,Games
globaltv.com,Entertainment
nhaxaysan.com,none
pornoad.net,Adult
s-est.co.jp,Business
s-est.co.jp,Real Estate
gencol.az,Business
gencol.az,Entertainment
cartoonnetwork.com.co,Entertainment
cartoonnetwork.com.co,Games
periodista.gr,Business
periodista.gr,Education
periodista.gr,News and Media
file-extension.org,Business
file-extension.org,Information Technology
dpdlocal.co.uk,Business
pvc-welt.de,Business
pvc-welt.de,Shopping
railpage.com.au,Business
railpage.com.au,Entertainment
suedkurier.de,Business
suedkurier.de,Education
suedkurier.de,News and Media
luohua05.com,Entertainment
mytnb.com.my,Business
abuzersat.com,Entertainment
abuzersat.com,Messageboards and Forums
mcprohosting.com,Business
mcprohosting.com,Information Technology
portoseguro.com.br,Business
portoseguro.com.br,Economy and Finance
zoomumba.com,Business
zoomumba.com,Education
rinkya.com,Entertainment
rinkya.com,Shopping
